Game Turn, Player, Action, Policy, Score, Turns
1, 10, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 10, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 10, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 10, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 10, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 10, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 10, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 11, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 11, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 11, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 11, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 11, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 11, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 11, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 12, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 12, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 12, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 12, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 12, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 12, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 12, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 13, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 13, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 13, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 13, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 13, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 13, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 13, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 14, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 14, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 14, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 14, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 14, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 14, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 14, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 15, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 15, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 15, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 15, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 15, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 15, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 15, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 16, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 16, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 16, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 16, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 16, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 16, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 16, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 17, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 17, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 17, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 17, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 17, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 17, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 17, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 62, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 62, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 62, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 62, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 62, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 62, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 62, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 0, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 0, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 0, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 0, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 0, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 0, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 0, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 1, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 1, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 1, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 1, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 1, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 1, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 1, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 2, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 2, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
1, 2, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 2, Civic, CIVIC_MILITARY_TRADITION, 185.5, 55
1, 2, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 2, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 2, Civic, CIVIC_MYSTICISM, 123.7, 55
1, 3, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
1, 3, Civic, CIVIC_CRAFTSMANSHIP, 185.5, 30
1, 3, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
1, 3, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
1, 3, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
1, 3, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
1, 3, Civic, CIVIC_MYSTICISM, 123.7, 55
2, 4, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 4, Civic, CIVIC_CRAFTSMANSHIP, 220.4, 23
2, 4, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 4, Civic, CIVIC_MILITARY_TRADITION, 210.0, 43
2, 4, Civic, CIVIC_STATE_WORKFORCE, 185.2, 40
2, 4, Civic, CIVIC_EARLY_EMPIRE, 197.0, 35
2, 4, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 4, Policies, POLICY_SURVEY, 7.0
2, 4, Policies, POLICY_GOD_KING, 19.0
2, 4, Policies, POLICY_URBAN_PLANNING, 21.0
2, 4, Policies, POLICY_ILKUM, 1.0
2, 4, Policies, POLICY_AGOGE, 2.0
2, 4, Policies, POLICY_CONSCRIPTION, 7.0
2, 4, Policies, POLICY_INSPIRATION, 15.0
2, 4, Policies, POLICY_REVELATION, 15.0
2, 5, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 5, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 5, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 5, Civic, CIVIC_MILITARY_TRADITION, 255.0, 36
2, 5, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 5, Civic, CIVIC_EARLY_EMPIRE, 184.5, 45
2, 5, Civic, CIVIC_MYSTICISM, 219.7, 31
2, 5, Policies, POLICY_SURVEY, 7.0
2, 5, Policies, POLICY_GOD_KING, 19.0
2, 5, Policies, POLICY_URBAN_PLANNING, 18.0
2, 5, Policies, POLICY_ILKUM, 1.0
2, 5, Policies, POLICY_AGOGE, 2.0
2, 5, Policies, POLICY_INSPIRATION, 15.0
2, 5, Policies, POLICY_REVELATION, 15.0
2, 6, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 6, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 6, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 6, Civic, CIVIC_MILITARY_TRADITION, 244.0, 36
2, 6, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 6, Civic, CIVIC_EARLY_EMPIRE, 197.0, 35
2, 6, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 6, Policies, POLICY_SURVEY, 7.0
2, 6, Policies, POLICY_GOD_KING, 19.0
2, 6, Policies, POLICY_URBAN_PLANNING, 18.0
2, 6, Policies, POLICY_ILKUM, 1.0
2, 6, Policies, POLICY_AGOGE, 2.0
2, 6, Policies, POLICY_INSPIRATION, 15.0
2, 6, Policies, POLICY_REVELATION, 15.0
2, 7, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 7, Civic, CIVIC_CRAFTSMANSHIP, 158.3, 18
2, 7, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 7, Civic, CIVIC_MILITARY_TRADITION, 300.9, 31
2, 7, Civic, CIVIC_STATE_WORKFORCE, 205.2, 35
2, 7, Civic, CIVIC_EARLY_EMPIRE, 184.5, 45
2, 7, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 7, Policies, POLICY_SURVEY, 7.0
2, 7, Policies, POLICY_GOD_KING, 23.0
2, 7, Policies, POLICY_URBAN_PLANNING, 18.0
2, 7, Policies, POLICY_ILKUM, 1.0
2, 7, Policies, POLICY_AGOGE, 2.0
2, 7, Policies, POLICY_INSPIRATION, 15.0
2, 7, Policies, POLICY_REVELATION, 15.0
2, 8, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 8, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 8, Civic, CIVIC_FOREIGN_TRADE, 146.9, 23
2, 8, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 8, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 8, Civic, CIVIC_EARLY_EMPIRE, 146.9, 50
2, 8, Civic, CIVIC_MYSTICISM, 179.5, 43
2, 8, Policies, POLICY_GOD_KING, 21.0
2, 8, Policies, POLICY_URBAN_PLANNING, 14.0
2, 9, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 9, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 9, Civic, CIVIC_FOREIGN_TRADE, 146.9, 23
2, 9, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 9, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 9, Civic, CIVIC_EARLY_EMPIRE, 146.9, 50
2, 9, Civic, CIVIC_MYSTICISM, 179.5, 43
2, 9, Policies, POLICY_GOD_KING, 21.0
2, 9, Policies, POLICY_URBAN_PLANNING, 14.0
2, 10, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 10, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 10, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 10, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 10, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 10, Civic, CIVIC_EARLY_EMPIRE, 182.5, 45
2, 10, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 10, Policies, POLICY_GOD_KING, 21.0
2, 10, Policies, POLICY_URBAN_PLANNING, 14.0
2, 11, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 11, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 11, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 11, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 11, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 11, Civic, CIVIC_EARLY_EMPIRE, 182.5, 45
2, 11, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 11, Policies, POLICY_GOD_KING, 21.0
2, 11, Policies, POLICY_URBAN_PLANNING, 14.0
2, 12, Civic, CIVIC_CODE_OF_LAWS, 106.9, 4
2, 12, Civic, CIVIC_CRAFTSMANSHIP, 180.6, 13
2, 12, Civic, CIVIC_FOREIGN_TRADE, 180.6, 13
2, 12, Civic, CIVIC_MILITARY_TRADITION, 473.0, 24
2, 12, Civic, CIVIC_STATE_WORKFORCE, 235.4, 29
2, 12, Civic, CIVIC_EARLY_EMPIRE, 222.3, 29
2, 12, Civic, CIVIC_MYSTICISM, 269.3, 24
2, 12, Policies, POLICY_GOD_KING, 21.0
2, 12, Policies, POLICY_URBAN_PLANNING, 14.0
2, 13, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 13, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 13, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 13, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 13, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 13, Civic, CIVIC_EARLY_EMPIRE, 182.5, 45
2, 13, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 13, Policies, POLICY_GOD_KING, 21.0
2, 13, Policies, POLICY_URBAN_PLANNING, 14.0
2, 14, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 14, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 14, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 14, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 14, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 14, Civic, CIVIC_EARLY_EMPIRE, 182.5, 45
2, 14, Civic, CIVIC_MYSTICISM, 204.0, 38
2, 14, Policies, POLICY_GOD_KING, 21.0
2, 14, Policies, POLICY_URBAN_PLANNING, 14.0
2, 15, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 15, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 15, Civic, CIVIC_FOREIGN_TRADE, 146.9, 23
2, 15, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 15, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 15, Civic, CIVIC_EARLY_EMPIRE, 146.9, 50
2, 15, Civic, CIVIC_MYSTICISM, 179.5, 43
2, 15, Policies, POLICY_GOD_KING, 21.0
2, 15, Policies, POLICY_URBAN_PLANNING, 14.0
2, 16, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 16, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 16, Civic, CIVIC_FOREIGN_TRADE, 146.9, 23
2, 16, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 16, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 16, Civic, CIVIC_EARLY_EMPIRE, 146.9, 50
2, 16, Civic, CIVIC_MYSTICISM, 179.5, 43
2, 16, Policies, POLICY_GOD_KING, 21.0
2, 16, Policies, POLICY_URBAN_PLANNING, 14.0
2, 17, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 17, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 17, Civic, CIVIC_FOREIGN_TRADE, 146.9, 23
2, 17, Civic, CIVIC_MILITARY_TRADITION, 212.0, 43
2, 17, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 17, Civic, CIVIC_EARLY_EMPIRE, 146.9, 50
2, 17, Civic, CIVIC_MYSTICISM, 179.5, 43
2, 17, Policies, POLICY_GOD_KING, 21.0
2, 17, Policies, POLICY_URBAN_PLANNING, 14.0
2, 62, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
2, 62, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
2, 62, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
2, 62, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
2, 62, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
2, 62, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
2, 62, Civic, CIVIC_MYSTICISM, 123.7, 55
2, 0, Civic, CIVIC_CODE_OF_LAWS, 106.9, 4
2, 0, Civic, CIVIC_CRAFTSMANSHIP, 180.6, 13
2, 0, Civic, CIVIC_FOREIGN_TRADE, 192.2, 10
2, 0, Civic, CIVIC_MILITARY_TRADITION, 352.0, 24
2, 0, Civic, CIVIC_STATE_WORKFORCE, 242.4, 29
2, 0, Civic, CIVIC_EARLY_EMPIRE, 246.1, 26
2, 0, Civic, CIVIC_MYSTICISM, 289.6, 21
2, 0, Policies, POLICY_GOD_KING, 19.0
2, 0, Policies, POLICY_URBAN_PLANNING, 18.0
2, 0, Policies, POLICY_ILKUM, 1.0
2, 0, Policies, POLICY_INSPIRATION, 31.0
2, 0, Policies, POLICY_REVELATION, 31.0
2, 1, Civic, CIVIC_CODE_OF_LAWS, 95.9, 7
2, 1, Civic, CIVIC_CRAFTSMANSHIP, 146.9, 23
2, 1, Civic, CIVIC_FOREIGN_TRADE, 158.3, 18
2, 1, Civic, CIVIC_MILITARY_TRADITION, 192.0, 43
2, 1, Civic, CIVIC_STATE_WORKFORCE, 146.9, 50
2, 1, Civic, CIVIC_EARLY_EMPIRE, 184.5, 45
2, 1, Civic, CIVIC_MYSTICISM, 206.2, 38
2, 1, Policies, POLICY_GOD_KING, 19.0
2, 1, Policies, POLICY_URBAN_PLANNING, 18.0
2, 1, Policies, POLICY_ILKUM, 1.0
2, 1, Policies, POLICY_INSPIRATION, 15.0
2, 1, Policies, POLICY_REVELATION, 15.0
2, 2, Civic, CIVIC_CODE_OF_LAWS, 106.9, 4
2, 2, Civic, CIVIC_CRAFTSMANSHIP, 180.6, 13
2, 2, Civic, CIVIC_FOREIGN_TRADE, 192.2, 10
2, 2, Civic, CIVIC_MILITARY_TRADITION, 528.0, 24
2, 2, Civic, CIVIC_STATE_WORKFORCE, 242.4, 29
2, 2, Civic, CIVIC_EARLY_EMPIRE, 246.1, 26
2, 2, Civic, CIVIC_MYSTICISM, 289.6, 21
2, 2, Policies, POLICY_GOD_KING, 19.0
2, 2, Policies, POLICY_URBAN_PLANNING, 18.0
2, 2, Policies, POLICY_ILKUM, 2.0
2, 2, Policies, POLICY_INSPIRATION, 15.0
2, 2, Policies, POLICY_REVELATION, 15.0
2, 3, Civic, CIVIC_CODE_OF_LAWS, 106.9, 4
2, 3, Civic, CIVIC_CRAFTSMANSHIP, 270.9, 13
2, 3, Civic, CIVIC_FOREIGN_TRADE, 192.2, 10
2, 3, Civic, CIVIC_MILITARY_TRADITION, 352.0, 24
2, 3, Civic, CIVIC_STATE_WORKFORCE, 242.4, 29
2, 3, Civic, CIVIC_EARLY_EMPIRE, 246.1, 26
2, 3, Civic, CIVIC_MYSTICISM, 289.6, 21
2, 3, Policies, POLICY_GOD_KING, 19.0
2, 3, Policies, POLICY_URBAN_PLANNING, 18.0
2, 3, Policies, POLICY_ILKUM, 2.0
2, 3, Policies, POLICY_INSPIRATION, 15.0
2, 3, Policies, POLICY_REVELATION, 15.0
3, 4, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 4, Civic, CIVIC_CRAFTSMANSHIP, 225.7, 22
3, 4, Civic, CIVIC_FOREIGN_TRADE, 164.4, 17
3, 4, Civic, CIVIC_MILITARY_TRADITION, 222.6, 42
3, 4, Civic, CIVIC_STATE_WORKFORCE, 195.8, 39
3, 4, Civic, CIVIC_EARLY_EMPIRE, 215.5, 34
3, 4, Civic, CIVIC_MYSTICISM, 208.5, 37
3, 4, Policies, POLICY_SURVEY, 7.0
3, 4, Policies, POLICY_GOD_KING, 19.0
3, 4, Policies, POLICY_URBAN_PLANNING, 21.0
3, 4, Policies, POLICY_AGOGE, 2.0
3, 4, Policies, POLICY_CONSCRIPTION, 7.0
3, 4, Policies, POLICY_INSPIRATION, 15.0
3, 4, Policies, POLICY_REVELATION, 15.0
3, 5, Civic, CIVIC_CODE_OF_LAWS, 98.1, 6
3, 5, Civic, CIVIC_CRAFTSMANSHIP, 149.5, 22
3, 5, Civic, CIVIC_FOREIGN_TRADE, 163.4, 17
3, 5, Civic, CIVIC_MILITARY_TRADITION, 279.2, 35
3, 5, Civic, CIVIC_STATE_WORKFORCE, 173.3, 49
3, 5, Civic, CIVIC_EARLY_EMPIRE, 193.7, 44
3, 5, Civic, CIVIC_MYSTICISM, 226.4, 30
3, 5, Policies, POLICY_SURVEY, 7.0
3, 5, Policies, POLICY_GOD_KING, 19.0
3, 5, Policies, POLICY_URBAN_PLANNING, 18.0
3, 5, Policies, POLICY_AGOGE, 2.0
3, 5, Policies, POLICY_INSPIRATION, 15.0
3, 5, Policies, POLICY_REVELATION, 15.0
3, 6, Civic, CIVIC_CODE_OF_LAWS, 98.1, 6
3, 6, Civic, CIVIC_CRAFTSMANSHIP, 149.5, 22
3, 6, Civic, CIVIC_FOREIGN_TRADE, 163.4, 17
3, 6, Civic, CIVIC_MILITARY_TRADITION, 265.2, 35
3, 6, Civic, CIVIC_STATE_WORKFORCE, 173.3, 49
3, 6, Civic, CIVIC_EARLY_EMPIRE, 214.5, 34
3, 6, Civic, CIVIC_MYSTICISM, 207.5, 37
3, 6, Policies, POLICY_SURVEY, 7.0
3, 6, Policies, POLICY_GOD_KING, 30.0
3, 6, Policies, POLICY_URBAN_PLANNING, 18.0
3, 6, Policies, POLICY_AGOGE, 2.0
3, 6, Policies, POLICY_LAND_SURVEYORS, 0.5
3, 6, Policies, POLICY_INSPIRATION, 15.0
3, 6, Policies, POLICY_REVELATION, 23.0
3, 7, Civic, CIVIC_CODE_OF_LAWS, 101.1, 6
3, 7, Civic, CIVIC_CRAFTSMANSHIP, 166.4, 17
3, 7, Civic, CIVIC_FOREIGN_TRADE, 166.4, 17
3, 7, Civic, CIVIC_MILITARY_TRADITION, 314.8, 30
3, 7, Civic, CIVIC_STATE_WORKFORCE, 228.6, 34
3, 7, Civic, CIVIC_EARLY_EMPIRE, 197.7, 44
3, 7, Civic, CIVIC_MYSTICISM, 210.5, 37
3, 7, Policies, POLICY_SURVEY, 7.0
3, 7, Policies, POLICY_GOD_KING, 23.0
3, 7, Policies, POLICY_URBAN_PLANNING, 18.0
3, 7, Policies, POLICY_AGOGE, 2.0
3, 7, Policies, POLICY_INSPIRATION, 15.0
3, 7, Policies, POLICY_REVELATION, 15.0
3, 8, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 8, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 8, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 8, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 8, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 8, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 8, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 8, Policies, POLICY_GOD_KING, 21.0
3, 8, Policies, POLICY_URBAN_PLANNING, 14.0
3, 8, Policies, POLICY_ILKUM, 1.0
3, 9, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 9, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 9, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 9, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 9, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 9, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 9, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 9, Policies, POLICY_GOD_KING, 21.0
3, 9, Policies, POLICY_URBAN_PLANNING, 14.0
3, 9, Policies, POLICY_ILKUM, 1.0
3, 10, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
3, 10, Civic, CIVIC_CRAFTSMANSHIP, 166.0, 18
3, 10, Civic, CIVIC_FOREIGN_TRADE, 176.9, 14
3, 10, Civic, CIVIC_MILITARY_TRADITION, 322.1, 34
3, 10, Civic, CIVIC_STATE_WORKFORCE, 200.2, 40
3, 10, Civic, CIVIC_EARLY_EMPIRE, 207.9, 36
3, 10, Civic, CIVIC_MYSTICISM, 239.9, 30
3, 10, Policies, POLICY_GOD_KING, 21.0
3, 10, Policies, POLICY_URBAN_PLANNING, 14.0
3, 10, Policies, POLICY_ILKUM, 1.0
3, 11, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 11, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 11, Civic, CIVIC_FOREIGN_TRADE, 164.4, 17
3, 11, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 11, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 11, Civic, CIVIC_EARLY_EMPIRE, 187.7, 44
3, 11, Civic, CIVIC_MYSTICISM, 208.5, 37
3, 11, Policies, POLICY_GOD_KING, 21.0
